date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-17 15:53:50,LoopCapital,,0,0,2,"Loop Capital Markets acted as co-manager on inaugural Diversity & Inclusion bond offering offering for Mizuho Financial Group More Here >> https://bit.ly/2OBAH7i",,,,1284154350546321410,https://twitter.com/LoopCapital/status/1284154350546321410
2020-07-17 13:39:51,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $1.5 billion floating rate, senior unsecured bond offering for Caterpillar Financial Services Corporation More Here >> https://bit.ly/32rvpmQ",,,,1284120634189127681,https://twitter.com/LoopCapital/status/1284120634189127681
2020-07-17 13:38:11,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $1.5 billion senior unsecured bond offering for Charter Communications Holdings More Here >> https://bit.ly/32tQfSM",,,,1284120216037986307,https://twitter.com/LoopCapital/status/1284120216037986307
2020-07-17 13:35:50,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $1.25 billion senior unsecured bond offering for American Honda Financial Corp. More Here >> https://bit.ly/3hahF3U",,,,1284119620857856004,https://twitter.com/LoopCapital/status/1284119620857856004
2020-07-17 13:29:38,LoopCapital,,0,0,1,"Loop Capital Markets acted as senior co-manager on a $600 million senior unsecured bond offering for Jabil Inc. More Here >> https://bit.ly/2ZDwQNc",,,,1284118064397680640,https://twitter.com/LoopCapital/status/1284118064397680640
2020-07-10 21:10:38,LoopCapital,,0,0,2,"Loop Capital Markets participates as co-manager on the $2 billion initial public offering of Dun & Bradstreet Holdings Inc. More Here >> https://bit.ly/2OfMGY2",,,,1281697362054873088,https://twitter.com/LoopCapital/status/1281697362054873088
2020-06-30 15:49:40,LoopCapital,,0,0,1,"Loop Capital Markets serves as a joint bookrunner on a $13 million secondary offering for Piedmont Lithium Limited More Here >> https://bit.ly/3dMM0U7",,,,1277992709937074176,https://twitter.com/LoopCapital/status/1277992709937074176
2020-06-30 15:47:44,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $600 million senior unsecured bond offering for Welltower Inc. More Here >> https://bit.ly/3dNV6Qq",,,,1277992222038691840,https://twitter.com/LoopCapital/status/1277992222038691840
2020-06-30 15:46:01,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $1.1 billion senior unsecured bond offering for BorgWarner Inc. More Here >> https://bit.ly/2Vxx1qY",,,,1277991791858515968,https://twitter.com/LoopCapital/status/1277991791858515968
2020-06-30 15:44:01,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $8.925 billion first mortgage bond offering for Pacific Gas and Electric Company More Here >> https://bit.ly/38gWCcF",,,,1277991288168742912,https://twitter.com/LoopCapital/status/1277991288168742912
2020-06-30 15:40:15,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $750 million senior unsecured bond offering for Carrier Global Corporation More Here >> https://bit.ly/38dvUlr",,,,1277990339526221825,https://twitter.com/LoopCapital/status/1277990339526221825
2020-06-30 15:37:17,LoopCapital,,0,0,1,"Loop Capital Markets acted as co-manager on a $2.0 billion senior unsecured bond offering for General Motors Financial Company, Inc. More Here >> https://bit.ly/2Vu8keP",,,,1277989594026446849,https://twitter.com/LoopCapital/status/1277989594026446849
